id,Q1,Q2,Q3,Q4,Q5,Q6
abs02468,1,"2,3,7",2,"16,21,26,34",1,1
abs16257,0,"0,4,5",2,0,0,0
abs10982,0,0,0,0,0,0
abs10868,1,"5,6,7",1,0,0,0
abs08824,1,"4,5,6,7",2,"17,20,24,26,27,30,36,37",1,1
abs20093,1,"2,3,5,6,7",2,0,1,1
abs11822,1,"4,5,6",1,"15,22,26,34",1,1
abs07150,1,"4,5,6",2,0,0,0
abs21435,0,"4,5,6",2,0,0,0
abs07319,1,"5,7",2,0,0,0
abs07850,0,"3,4,7",1,0,1,1
abs01013,1,"3,7",2,0,0,0
abs12749,0,"0,1",2,0,0,0
abs13468,0,"4,5,6",1,0,0,0
abs14336,1,"2,3",2,0,1,1
abs03971,0,"0,6,7",0,0,0,0
abs01304,0,"6,7",2,0,1,1
abs07149,1,"4,5,7",1,0,0,0
abs09255,1,4,1,0,0,0
abs05872,0,"5,7",1,0,0,0
abs00373,1,"1,2,3,7",2,"12,20",1,1
abs09278,1,"4,5,6",2,0,0,0
abs20132,1,"3,4",2,0,1,1
abs21241,0,"4,7",1,0,0,0
abs03251,0,"3,7",1,0,1,1
abs05836,0,4,0,0,0,0
abs16093,0,"0,2,3,5,6,7",0,0,0,0
abs06137,1,"4,5,6,7",2,0,0,0
abs13118,1,"4,5",2,0,1,1
abs01646,0,7,2,0,0,0
abs20897,1,"6,7",2,0,1,1
abs06658,1,"1,2,3,4,5,6",2,"2,4,7,8,9,11,12,13,14,15,16,17,18,20,22,25,26",1,1
abs01561,1,"2,3,6",2,"15,20,26",1,1
abs17879,0,"4,6,7",1,0,0,0
abs03083,1,"4,5,6,7",2,"13,14,15,17,20,21,26,28,33,36,39,40",0,0
abs20138,1,"3,7",2,0,1,1
abs13398,1,"5,6,7",2,0,1,1
abs14333,0,"2,3,7",2,"12,14,15,16,22,26,27,28,30,39",1,1
abs19758,1,"6,7",2,0,1,1
abs14429,1,"6,7",2,0,1,1
abs21205,1,"4,5,6,7",2,0,1,1
abs15496,1,"5,6,7",2,0,1,1
abs14221,0,0,0,0,0,0
abs00395,0,6,2,0,0,0
abs05245,0,6,2,0,0,0
abs20280,1,"1,2,3,6",2,"7,17,26,35",1,1
abs21795,0,"0,2,7",0,0,0,0
abs21993,1,"6,7",1,0,1,1
abs11074,1,4,2,0,0,0
abs04216,0,"2,7",2,0,0,0
abs17812,1,"4,7",2,"3,15,21",0,0
abs11210,0,"5,6",0,0,0,0
abs13700,0,"6,7",2,0,0,0
abs18665,1,"3,7",2,0,1,1
abs20358,1,"5,6",1,0,0,0
abs19780,0,"2,3,6",2,"14,15,22,26",1,1
abs16917,1,"4,5,6,7",2,0,0,0
abs14321,0,0,0,0,0,0
abs07257,1,"4,5,6,7",2,0,1,1
abs00909,0,"3,6",1,0,1,1
abs11375,1,"4,7",2,"14,19,22,26,28",0,0
abs15045,0,7,2,0,0,0
abs00873,0,0,0,0,0,0
abs21311,0,"4,5,6",2,0,0,0
abs12228,0,"4,5,6,7",2,0,1,1
abs17244,0,7,0,0,0,0
abs00005,0,6,0,0,0,0
abs14034,0,6,2,0,0,0
abs05044,0,"0,6",2,0,0,0
abs17243,1,"3,7",2,0,1,1
abs16671,0,"4,5,6",2,0,0,0
abs20499,1,"4,7",2,0,1,1
abs17870,1,"3,4,7",2,0,1,1
abs04824,0,"6,7",2,0,0,0
abs04769,0,0,0,0,0,0
abs18757,1,"1,2,6",2,"13,14,15,16,22,26,27,28,33,35,36,39",0,0
abs05267,0,"6,7",1,0,0,0
abs19038,1,"1,2,3,5,6,7",2,"12,14,15,16,22,26,27,28,30,33,34",1,1
abs16234,0,0,0,0,0,0
abs16317,0,"0,6,7",0,0,0,0
abs08605,1,"6,7",2,0,0,0
abs20510,1,"6,7",2,0,0,0
abs00196,0,2,2,0,0,0
abs10483,0,0,0,0,1,1
abs07091,0,"3,7",2,0,0,0
abs13771,1,"6,7",2,0,1,1
abs17480,1,"5,6",2,0,1,1
abs13772,0,"3,7",1,0,1,1
abs02329,0,"0,6",2,0,1,1
abs04401,1,3,2,0,0,0
abs11990,1,"5,6",2,"13,14,16,17,22,26,27,28,30,35",1,1
abs15232,1,"1,2,7",2,"3,6,7,8,9,11,12,14,15,18,20,22,24,25,26,30,33,35,36,37,39,42",0,0
abs06058,1,"4,7",2,0,0,0
abs19044,0,"5,7",0,0,0,0
abs03028,0,"0,2",2,0,0,0
abs14930,1,"2,5,6",2,"14,22,27",0,0
abs06431,1,"3,7",1,0,1,1
abs08679,1,4,1,0,0,0
abs10750,1,"4,5,7",1,0,0,0
abs01080,1,"2,3,6,7",2,"17,20,22,27,36,37",1,1
abs14630,0,"0,6,7",2,0,1,1
abs08106,0,4,2,0,1,1
abs13656,1,"1,3,4,5",1,"7,18,27,34",1,1
abs03459,0,"0,7",0,0,0,0
abs04868,0,6,1,0,0,0
abs04119,0,7,2,0,1,1
abs16837,0,"2,3,4,5,7",1,0,1,1
abs01914,0,0,2,0,0,0
abs14628,1,"4,5,6,7",1,0,1,1
abs21628,1,"3,6",2,0,1,1
abs09800,1,"4,6,7",2,0,1,1
abs18207,0,2,2,0,1,1
abs09465,1,"5,6,7",2,0,1,1
abs02175,1,7,2,"13,14,15,22,26,33,40",0,0
abs10187,0,0,2,0,1,1
abs13547,1,"5,6",1,0,0,0
abs11327,1,"5,6",1,0,0,0
abs10567,0,0,2,0,1,1
abs16312,1,"4,5,6",2,0,0,0
abs17553,1,2,2,0,1,1
abs13666,1,"1,2,5,7",2,"9,20,22,27,34",1,1
abs16783,0,"4,6",2,0,0,0
abs19200,1,"5,6",2,0,1,1
abs11104,1,"4,5,6",2,0,0,0
abs06644,1,3,2,0,1,1
abs21555,0,6,2,0,0,0
abs09976,1,"2,3,7",2,0,1,1
abs02293,0,"0,6,7",0,0,0,0
abs16563,0,"3,7",1,0,1,1
abs15476,0,2,2,0,1,1
abs03727,0,"2,3,7",2,"6,7,9,11,15,16,18,20,21,26,30,34",1,1
abs12184,0,"0,6",0,0,0,0
abs07709,1,"4,5,6",2,0,1,1
abs00064,1,"6,7",2,0,1,1
abs19001,1,"6,7",2,0,0,0
abs02142,1,7,2,0,0,0
abs13235,1,"4,5,6,7",2,0,0,0
abs12206,0,6,2,0,1,1
abs04267,1,"1,2,3,7",2,"5,15,22,26,27,30,36,37",1,1
abs10827,0,"0,6,7",0,0,0,0
abs09447,0,"5,6",2,0,1,1
abs09648,1,"2,3,6",1,"13,14,15,16,22,27,30,34,35,36,37,39,40",0,0
abs22220,1,"1,2,3,4",1,"7,17,18,20,21,26,27",1,1
abs15160,0,"0,5,6",0,0,0,0
abs11023,0,4,2,0,0,0
abs00094,1,"2,3,6",1,0,1,1
abs09522,1,"4,5,6,7",2,0,0,0
abs21685,1,2,2,"11,20,22,27",0,0
abs21369,1,"4,7",2,0,0,0
abs21433,0,"3,5,7",2,33,0,0
abs11799,1,"4,5,6",1,14,0,0
abs14798,1,"4,5,6",2,"13,14,18,21,26,27",1,1
abs08973,0,"6,7",2,0,0,0
abs12059,1,"5,6",1,0,0,0
abs19666,1,"3,6",1,0,0,0
abs13897,0,2,2,0,1,1
abs06576,0,"0,2,7",0,0,0,0
abs15873,0,"0,5,6",1,0,0,0
abs18344,0,0,0,0,0,0
abs03115,0,2,2,0,0,0
abs04867,0,2,1,0,0,0
abs06297,1,"4,5,6",2,0,0,0
abs15322,0,6,0,0,0,0
abs07842,1,"4,5,7",2,0,0,0
abs18546,0,"3,7",2,0,1,1
abs07591,1,"5,6",2,0,0,0
abs14279,0,0,2,0,1,1
abs13802,1,"2,3,6",2,0,1,1
abs03664,0,"0,7",2,0,1,1
abs21805,1,2,0,0,0,0
abs19708,0,0,2,0,1,1
abs14331,1,"2,3",2,0,1,1
abs19542,1,"4,7",2,0,1,1
abs06888,1,3,2,0,0,0
abs18046,1,"4,5,6",2,"13,15,22",1,1
abs20402,0,3,2,"3,13,22,26,35",1,1
abs16853,1,"6,7",2,0,1,1
abs18854,1,"3,7",2,0,1,1
abs21332,1,"5,7",2,0,1,1
abs06286,1,"6,7",2,0,0,0
abs04471,1,"6,7",2,0,0,0
abs18857,1,"3,6",1,24,1,1
abs01972,1,2,2,0,1,1
abs02871,0,0,2,0,0,0
abs10242,1,"0,1,7",2,0,1,1
abs06048,0,"4,5,6,7",2,0,0,0
abs20008,0,0,2,0,1,1
abs04333,0,"2,3,6",2,24,0,0
abs15390,0,4,1,0,0,0
abs04712,0,"3,6",1,0,0,0
abs14204,1,"2,3,7",2,0,1,1
abs07940,0,"4,6,7",2,0,0,0
abs04488,0,"0,3",0,0,0,0
abs04966,0,"0,2,3,5,6",0,0,0,0
abs19377,0,6,1,0,0,0
abs00544,0,"2,7",2,"17,20,26",1,1
abs22116,1,"4,5,6,7",1,0,1,1
abs14270,0,"6,7",2,"3,13,22,27",1,1
abs04159,1,"4,5,6",2,0,1,1
abs15134,0,"0,5,7",2,0,0,0
abs07560,1,"4,7",1,0,1,1
abs19098,1,"3,7",2,0,0,0
abs04655,0,"2,3,6",2,"15,16,22,27,33",0,0
abs13856,0,"4,7",2,0,0,0
abs09751,1,"4,5,6",2,0,1,1
abs04622,0,"3,6,7",2,"15,16,26,27",0,0
abs21659,1,"4,5,6",1,0,1,1
abs20914,1,"2,3",2,0,1,1
abs03837,0,6,2,0,1,1
abs17348,0,"2,3,7",2,0,1,1
abs17330,0,0,0,0,1,1
abs16355,0,"0,2,7",0,0,0,0
abs09658,1,"5,6",2,"14,22,24,26,27,28,33,35,36,37,39,40",0,0
abs09821,1,"3,5,7",1,0,1,1
abs17473,0,2,0,0,1,1
abs04224,0,"3,7",2,0,1,1
abs19716,1,"3,7",2,0,1,1
abs06535,1,"3,6",2,0,1,1
abs15359,0,"4,5,6",2,0,0,0
abs13446,1,"4,5,6,7",2,0,0,0
abs12807,0,"4,5,6",2,0,0,0
abs06912,0,0,2,0,0,0
abs16694,1,"4,7",2,0,1,1
abs05324,1,"5,6,7",2,0,0,0
abs13166,1,"5,6",2,0,1,1
abs02386,0,"0,3,6",0,0,0,0
abs18678,1,"3,7",2,0,1,1
abs21385,1,7,1,0,0,0
abs10281,1,"6,7",0,0,1,1
abs17641,1,"4,5,6",2,"14,21,22,26,35,36,37,39,40",1,1
abs12759,0,"4,5,6",1,0,0,0
abs21249,0,"2,3,6",2,"2,3,6,7,8,9,11,14,20,22,30,34",0,0
abs11928,1,"5,6,7",2,0,0,0
abs10586,0,"6,7",2,0,1,1
abs08835,1,"4,5,6,7",2,0,1,1
abs13808,1,"5,6,7",2,0,1,1
abs11253,0,"0,5,6",2,0,1,1
abs07034,1,"6,7",2,0,1,1
abs05790,1,"4,7",2,0,0,0
abs19296,1,"4,5,6,7",2,0,0,0
abs20529,0,"6,7",2,0,0,0
abs14316,0,0,2,0,0,0
abs08169,0,"4,5,6",2,0,0,0
abs12584,1,"5,6",1,0,0,0
abs20732,0,"2,3",1,"15,20,22,27,36",0,0
abs20874,1,"2,3,7",2,"15,16,17,18,20,21,22,26,27,28,30,31,36,39",1,1
abs00349,0,0,2,0,1,1
abs12315,1,"2,5,7",2,"13,14,21,26,27",1,1
abs03018,1,"5,6",1,0,1,1
abs04554,0,0,0,0,0,0
abs21318,0,6,2,0,0,0
abs02356,0,"4,5,6,7",2,0,1,1
abs09423,1,"2,3,4,5,6",2,"13,14,15,17,18,20,21,24,26,27,28,30,33,34",0,0
abs10888,1,"1,2,3,4,5,6",2,"12,14,18,20,22,27,30,34,35,36,39,40",0,0
abs15878,1,"2,3,6",2,0,0,0
abs11399,1,"4,5,6,7",2,0,0,0
abs12099,1,7,2,0,0,0
abs17234,0,2,2,"3,13,24,27,33,40",1,1
abs12875,1,"5,6",2,0,0,0
abs02057,0,"0,2,7",0,0,0,0
abs09388,1,"3,7",2,0,1,1
abs09152,1,"4,7",2,0,0,0
abs03781,0,0,0,0,0,0
abs21836,0,2,2,0,0,0
abs06824,0,"2,3",2,0,1,1
abs14235,0,0,0,0,0,0
abs05979,1,"4,5,6,7",2,0,1,1
abs18930,0,"2,3,5,6,7",2,"0,8,15,20,21,27,37",0,0
abs18000,1,"4,7",1,0,0,0
abs19427,1,"4,5,7",2,0,1,1
abs21363,1,"4,5,6,7",2,0,1,1
abs12881,1,4,2,0,0,0
abs03152,0,"2,3",2,"15,20",1,1
abs17230,0,"2,7",1,"12,32",1,1
abs17414,1,"6,7",1,0,0,0
abs20235,1,"4,7",2,0,0,0
abs01549,0,"3,5,7",2,0,0,0
abs07102,1,"4,5,6",2,0,1,1
abs04605,1,"2,5,6",2,0,1,1
abs13594,0,3,1,0,1,1
abs15181,1,"4,6,7",2,0,1,1
abs07065,1,0,2,0,1,1
abs19065,1,3,2,0,0,0
abs14392,1,"1,2,3,6",2,"12,14,15,16,22,26,27,28,30,33,35",1,1
abs14037,0,"0,6",0,0,1,1
abs19252,1,"5,6",1,0,1,1
abs01450,0,"6,7",2,0,0,0
abs10610,1,2,2,0,1,1
abs13186,0,"0,5,6",0,0,0,0
abs05959,1,"4,5,6,7",2,0,1,1
abs11732,1,"4,5,6,7",1,0,1,1
abs18955,1,"3,7",1,0,1,1
abs12053,1,"4,5,6,7",2,0,1,1
abs08441,1,"4,5,6,7",1,0,1,1
abs18579,0,"2,3,7",2,"12,20,22,26,27,30,32",1,1
abs22219,0,0,0,0,1,1
abs05831,1,"4,5,6",2,0,0,0
abs03888,1,"1,2,3,5,6",2,"7,17,22,26,27",1,1
abs21825,1,"1,2,3",1,"13,14,21,22,27,30,34",0,0
abs13329,1,"3,6",2,0,0,0
abs11551,1,"5,6",2,0,1,1
abs09958,1,"2,3",2,"16,22,26,34",1,1
abs17326,1,"2,3,4,5,6,7",2,23,1,1
abs05118,1,7,2,0,0,0
abs22125,1,"6,7",2,"3,13,18,22",0,0
abs19135,0,"0,6,7",0,0,0,0
abs01681,1,"1,2,3,4",2,"7,17,22,26,30,39",1,1
abs22201,0,"2,7",2,"7,17,22,27,39",1,1
abs09103,1,"3,7",2,0,1,1
abs03590,0,0,2,0,0,0
abs04656,1,"3,7",2,"15,20,27,34",1,1
abs04004,1,"2,3,5,6",2,0,1,1
abs19944,0,"4,5,6",1,0,0,0
abs19664,1,"1,2,3,4,5",2,"13,15,16,22,33",1,1
abs14523,1,"3,4,6",2,0,1,1
abs05348,1,"3,4,5,6",2,0,0,0
abs10683,0,0,2,0,0,0
abs05186,0,"2,3",2,0,1,1
abs14166,0,2,2,"3,12,27,34",1,1
abs11704,0,"5,6",1,0,1,1
abs02877,0,"0,2,7",2,0,0,0
abs11998,0,"4,7",2,0,0,0
abs15120,0,6,2,0,0,0
abs17103,1,"6,7",2,0,1,1
abs14933,0,6,2,0,0,0
abs07942,0,"4,5,6",2,0,0,0
abs01056,0,"0,5,7",1,0,1,1
abs07307,1,7,2,0,0,0
abs05779,1,"5,6",2,0,0,0
abs08461,1,"4,7",2,0,0,0
abs01279,0,"0,7",2,0,1,1
abs10745,0,"0,5,6",0,0,0,0
abs12128,1,"6,7",2,0,0,0
abs19364,1,"4,7",1,0,0,0
abs06897,1,"3,7",2,0,1,1
abs12233,0,4,2,0,1,1
abs04446,1,"3,7",2,0,1,1
abs01407,0,"0,2,7",2,"26,27,28,30,39,40",1,1
abs12852,0,6,2,0,0,0
abs08054,1,"5,6",1,0,0,0
abs13337,0,0,0,0,0,0
abs10057,0,"2,3,6",2,"17,22,26,27,29,30,31,36,37,39,40,41",0,0
abs06943,1,2,2,"2,3,4,6,7,8,9,11,12,13,14,15,16,17,18,21,24,25,26,27,30,33,35,36,37",1,1
abs00177,0,0,2,0,1,1
abs04182,1,"6,7",2,0,1,1
abs06618,1,"1,2,3",2,"7,17,22,26,27,30,33",1,1
abs07998,0,"4,5,7",2,0,0,0
abs21436,0,"6,7",2,0,0,0
abs16831,1,"4,6",2,0,0,0
abs19349,0,"0,7",1,0,0,0
abs01390,1,"4,7",2,"13,14,15,18,21,26,27",1,1
abs21236,0,"2,3,6",2,"12,33",0,0
abs00965,0,"0,3",2,0,0,0
abs03910,0,"0,6",0,0,0,0
abs02084,0,"0,2,7",0,0,0,0
abs18228,1,"6,7",2,0,1,1
abs03657,0,"2,3,5,6",2,"6,7,9,11,15,16,20,21,26,30,36,39,40",0,0
abs19593,1,"1,2,5,6",2,"0,2,8,14,22",1,1
abs07080,0,7,2,0,0,0
abs04132,0,0,2,0,0,0
abs19007,0,0,0,0,0,0
abs10536,1,"2,3,6",2,0,1,1
abs17608,1,"2,7",2,0,1,1
abs18981,1,3,1,0,0,0
abs15736,1,"4,6,7",2,0,1,1
abs03025,0,7,2,0,0,0
abs16579,0,"4,6",2,0,0,0
abs22082,0,0,2,0,1,1
abs21256,1,"4,5,6,7",2,0,0,0
abs01265,1,"3,7",2,0,1,1
abs17654,1,"3,7",2,0,1,1
abs16218,0,"0,2",2,23,0,0
abs17075,0,2,2,"3,13,21,26,27,35",1,1
abs09524,1,"6,7",2,0,0,0
abs20158,1,"6,7",1,0,1,1
abs07873,1,"4,7",2,0,0,0
abs21820,1,3,2,0,1,1
abs01670,0,"0,3",2,0,0,0
abs06353,0,"0,5,7",0,0,0,0
abs21259,1,"5,6,7",2,0,0,0
abs09351,1,"4,7",2,"15,20,27,34",0,0
abs06276,1,"3,7",1,0,1,1
abs09285,0,"0,6",1,0,0,0
abs15819,0,"5,6",1,0,0,0
abs18326,0,"2,3,7",2,"12,32",1,1
abs14625,0,"0,3",2,0,1,1
abs19033,1,2,2,0,1,1
abs12877,1,"5,7",2,0,0,0
abs08096,1,"4,7",2,0,1,1
abs12710,1,"4,5,6",2,0,0,0
abs15859,0,6,2,0,0,0
abs01817,0,"1,2,3,4,5,6",2,"9,12,17,19,22,27,30,34,35,36",1,1
abs15569,0,"4,5",2,0,0,0
abs05970,0,6,2,0,1,1
abs06715,1,"1,3,6,7",2,"3,13,22,27",1,1
abs02504,1,"2,7",2,"16,22,26,34",1,1
abs19896,1,"1,2,3,6",2,"11,14,15,16,26,27,33,34",1,1
abs14382,1,"1,2,3,6",2,"12,14,15,16,22,26,27,28,30,33,34",1,1
abs11267,1,"5,7",1,0,1,1
abs00786,0,"3,7",2,0,0,0
abs19695,1,3,2,0,0,0
abs10664,0,2,2,"12,27,33",1,1
abs21265,1,"2,3,4,5,6",2,"12,18,22,26,30,39",1,1
abs20791,1,3,2,0,1,1
abs21764,0,7,0,0,0,0
abs13419,0,"5,6",2,0,0,0
abs19114,1,"3,7",2,0,1,1
abs06138,1,"4,5,6,7",2,0,1,1
abs00251,1,"5,6",2,0,0,0
abs03912,0,"3,7",1,0,1,1
abs04872,0,"0,7",2,0,1,1
abs02404,1,"2,3,5,6",2,"13,15,22,27,37",1,1
abs18705,1,"3,7",2,0,1,1
abs04203,0,"4,5,6",2,0,0,0
abs03799,1,"1,2,3,7",2,"7,17,22,33",1,1
abs21589,1,2,2,0,1,1
abs06422,1,"0,3",2,0,1,1
abs08543,0,0,0,0,0,0
abs14818,1,"6,7",2,0,0,0
abs17200,1,"5,7",2,0,1,1
abs10497,0,2,2,0,1,1
abs03820,0,7,2,0,0,0
abs12637,0,"4,7",1,0,1,1
abs13378,0,6,0,0,0,0
abs06368,1,"4,5,7",1,0,0,0
abs00667,1,"3,7",2,0,1,1
abs13285,1,"4,5,6,7",1,0,0,0
abs04199,0,"0,6",0,0,0,0
abs21422,0,"6,7",2,0,1,1
abs04801,0,"2,3,6",0,"3,6,7,8,9,11,12,14,15,16,18,20,21,25,26,30,33,34,35,36",0,0
abs19226,0,"3,7",1,0,0,0
abs12279,1,"4,5,6,7",2,0,0,0
abs14771,1,"4,5,6,7",1,0,0,0
abs05012,0,"2,3,4,5,6",1,"7,9,11,15,16,18,24,26,27,28,30,32,33,34,35,36,37,42",0,0
abs20919,0,"3,7",2,0,0,0
abs00874,0,"6,7",2,0,0,0
abs13333,0,"4,5,6,7",2,0,0,0
abs18942,0,"6,7",2,0,0,0
abs04441,1,"3,7",2,"2,3,4,6,7,8,9,11,12,13,14,15,17,20,26",0,0
abs04423,1,2,2,0,0,0
abs03795,0,2,2,"13,15,16,21,26,27",1,1
abs12768,1,"4,5,6",2,0,0,0
abs02620,1,"4,7",2,0,1,1
abs08131,0,"4,6",2,0,0,0
abs07083,0,"2,3",2,"11,17,20,21,26,27,30,33,35",0,0
abs00855,1,"1,2,3,6",2,"14,22,25,26,27,28,33,35,36,37,39,40",1,1
abs16686,0,6,2,0,0,0
abs12535,0,"0,7",1,0,0,0
abs02844,0,"0,7",0,0,0,0
abs05709,1,"4,6",2,0,0,0
abs13586,1,"5,7",1,0,0,0
abs06668,0,"1,2,3,6",2,"9,19,22,27,30",1,1
abs07185,1,"4,5,7",1,0,0,0
abs16155,1,"4,6,7",2,0,0,0
abs06880,1,"1,2,3,7",2,"14,22,34",1,1
abs14345,0,"2,3,7",2,0,1,1
abs02726,1,"6,7",2,0,0,0
abs07234,1,"5,6,7",1,0,0,0
abs11019,1,"5,7",1,0,1,1
abs04642,0,0,0,0,0,0
abs14257,0,2,0,"3,13,21,26",0,0
abs00355,0,0,0,0,0,0
abs16807,1,"3,7",2,0,1,1
abs19792,1,"6,7",1,0,1,1
abs18431,1,"1,2,3,5,6,7",2,0,0,0
abs19806,1,"4,7",1,0,1,1
abs21711,0,"2,7",2,0,0,0
abs08675,1,"4,7",2,0,1,1
abs01433,0,0,2,0,1,1
abs20089,1,3,2,0,0,0
abs13849,0,0,0,0,0,0
abs10478,0,"6,7",2,0,1,1
abs20070,1,"6,7",2,0,0,0
abs09647,1,"4,5,6",2,"13,14,15,16,22,26,27,28",1,1
abs04317,0,"2,3,6",2,0,0,0
abs16024,1,"1,2,3,4,5,6",2,"14,15,22,24,26,28,33,36,39",1,1
abs13022,0,"4,5,6",2,0,1,1
abs14788,1,"4,7",2,"13,14,15,24,27,32,33",1,1
abs17646,0,2,2,0,0,0
abs01527,0,6,0,0,0,0
abs08124,0,"0,2",2,0,0,0
abs14610,0,"4,5,6,7",2,0,0,0
abs11623,1,"4,7",2,0,0,0
abs19256,1,"3,7",2,0,1,1
abs14550,1,"4,7",2,0,1,1
abs06593,1,"2,3,6",2,"3,13,22,26,27,30",1,1
abs03962,0,"3,7",2,0,1,1
abs13037,1,"4,5,6,7",2,0,0,0
abs19616,1,"4,5,7",2,0,1,1
abs09714,1,3,2,0,1,1
abs15426,0,6,1,0,0,0
abs08951,1,"4,5,6,7",2,0,0,0
abs13644,0,0,2,0,1,1
abs05683,1,"4,7",2,0,1,1
abs13799,1,"4,5,6,7",2,0,0,0
abs07148,1,"4,5,6,7",2,0,0,0
abs12459,1,"6,7",2,0,0,0
abs13054,1,"5,6",1,0,0,0
abs13090,1,"3,5,7",2,0,0,0
abs16738,0,"4,5,6",2,0,0,0
abs06890,1,"4,5,7",2,0,1,1
abs21065,0,"4,7",2,0,1,1
abs17245,0,0,0,0,1,1
abs09202,0,"0,5,6",1,0,0,0
abs06879,1,"2,3,6",1,0,1,1
abs07549,1,6,2,0,0,0
abs17726,1,"2,3,6,7",2,0,1,1
abs16267,1,"4,5,6",1,"15,20,27,33",0,0
abs19360,0,"0,7",1,0,1,1
abs18907,1,3,2,0,1,1
abs18977,1,3,2,0,0,0
abs16459,0,6,1,0,0,0
abs00073,0,"2,3,6",2,0,1,1
abs17022,1,"3,7",2,0,0,0
abs17915,1,"6,7",1,0,0,0
abs17407,0,0,2,0,1,1
abs16254,1,"4,5,6",1,0,0,0
abs16259,0,"4,7",2,0,1,1
abs18248,0,"2,3,6",1,0,1,1
abs04992,1,"3,7",1,"15,20",1,1
abs07543,0,"0,5,7",2,0,0,0
abs04807,0,"6,7",2,"13,14,15,18,21,26,27,28",0,0
abs12773,0,7,0,0,0,0
abs06959,1,"6,7",2,0,1,1
abs00341,0,"1,2,3",2,"15,20,26,27,29,30,31,36,37,39,40,42",1,1
abs08081,1,"4,6",2,0,0,0
abs02720,0,"2,3,5,6,7",2,0,1,1
abs12069,0,"0,6,7",2,0,0,0
abs14473,1,"2,3,6",2,"13,14,17,20,26,27,28,34,35,36,39,40",1,1
abs03005,0,0,2,0,0,0
abs13831,0,"3,7",2,0,1,1
abs12131,0,"0,5,6",0,0,0,0
abs07014,1,"2,3,6",2,"15,18,21,26,27,30,31,36,39",0,0
abs02572,0,6,1,0,0,0
abs20713,0,6,2,0,0,0
abs21021,1,"4,5,6,7",2,0,1,1
abs05329,1,"5,7",1,0,0,0
abs05068,1,"1,4,5",2,0,1,1
abs05755,1,"4,5,6,7",2,0,1,1
abs01147,0,"0,7",2,0,1,1
abs17718,0,0,2,0,1,1
abs21210,0,"5,6",2,0,0,0
abs20410,0,"0,3",2,0,1,1
abs02548,1,"4,7",2,0,1,1
abs07539,0,6,2,0,0,0
abs08908,1,"5,6",1,0,1,1
abs11300,1,"6,7",2,0,0,0
abs11002,1,"3,6",2,0,1,1
abs15500,0,6,2,0,0,0
abs17876,1,"4,5,7",2,0,0,0
abs17117,1,"3,7",2,0,1,1
abs02672,0,"4,7",2,"14,19,22,26",1,1
abs03576,0,6,2,0,0,0
abs11344,0,4,2,0,0,0
abs07880,0,"4,5,7",1,0,0,0
abs07979,0,4,2,"13,14,18,21,26,27",0,0
abs10135,1,"2,3,7",2,"7,15,16,27",1,1
abs10606,0,0,2,"3,12,27",0,0
abs10029,1,2,2,0,1,1
abs11044,0,"4,5,6",2,0,0,0
abs21453,0,"0,6,7",2,0,0,0
abs06134,1,"4,5,6,7",2,0,0,0
abs12067,1,"4,5,6",2,0,0,0
abs05415,0,"5,7",2,0,0,0
abs07206,1,"4,5,6,7",2,0,1,1
abs09704,0,6,2,0,0,0
abs03407,0,"3,7",2,0,1,1
abs21110,1,"4,5,6,7",2,0,0,0
abs09419,0,"0,4,5",0,0,0,0
abs12086,0,"0,6",0,0,0,0
abs16569,0,6,1,0,0,0
abs13410,0,"5,6",1,0,0,0
abs08420,1,"4,5,6,7",1,0,0,0
abs19554,1,4,2,0,0,0
abs02847,1,"4,6",2,"14,18,24,26,33,40",0,0
abs13503,1,"4,5,6",2,0,0,0
abs01315,0,"2,3,6",2,"16,20,26,27,33,36,37,39,40",1,1
abs05492,1,"4,5,6,7",2,0,0,0
abs03496,0,7,0,0,0,0
abs10185,1,"1,2,3,5,6",2,0,1,1
abs22033,0,"2,3,7",1,0,1,1
abs06318,1,"4,5,6",1,0,0,0
abs11526,1,6,2,0,1,1
abs19187,1,"3,7",1,0,1,1
abs19503,1,"4,5,6,7",2,0,1,1
abs16702,1,4,2,0,0,0
abs15330,0,0,2,0,0,0
abs00584,1,"2,5,6",2,"14,15,22,27",1,1
abs08020,1,"4,7",2,0,0,0
abs20363,1,"0,7",2,0,1,1
abs14394,0,0,0,0,0,0
abs15266,0,6,2,0,0,0
abs01842,0,0,0,0,0,0
abs08762,1,"4,6",2,0,0,0
abs00153,1,"2,7",2,0,1,1
abs19263,0,"4,7",1,0,0,0
abs17296,0,"2,3,7",2,"12,32",1,1
abs03538,1,"3,6",2,0,0,0
abs08361,1,"4,7",2,0,1,1
abs05981,0,"4,5,6",2,0,0,0
abs11362,1,"5,6,7",2,0,0,0
abs08278,1,"4,5,6,7",2,0,0,0
abs13173,1,"4,5,6,7",2,0,0,0
abs18053,0,"4,6",1,0,0,0
abs05608,1,"5,6,7",2,0,0,0
abs02362,0,"0,3",2,0,0,0
abs05084,0,"0,6",0,0,0,0
abs13582,1,"3,7",2,0,1,1
abs18674,1,"4,5,6,7",2,0,0,0
abs05736,1,"4,7",2,0,1,1
abs14028,0,"3,7",1,0,1,1
abs12256,1,"4,5,6,7",2,0,0,0
abs13473,1,"4,7",2,0,0,0
abs14246,0,"5,7",2,0,0,0
abs01505,0,"2,3,7",2,"16,20,26,27",1,1
abs00968,0,0,0,0,0,0
